episode,worker_id,total_steps,global_reward,avg_speed,avg_waiting_time,throughput,loss,epsilon,duration_s,had_obstacle,obstacle_edges,obstacle_count,vehicles_teleported,learning_rate
475,0,360,-545.2216,14.6,2.28,3682,0.084736,1.0,80.0,1,"SRC_HTM_W_N02,EXT_N_N02_in",2,0,1e-05
476,3,360,-508.3238,9.19,8.42,3508,0.08913,0.325,106.8,0,,0,0,1e-05
477,2,360,-610.689,11.76,3.66,3196,0.101385,0.55,94.9,1,"SRC_PH_N06,EXT_N_N02_in",2,0,1e-05
478,1,360,-373.0785,15.08,3.64,3686,0.134399,0.775,82.5,1,"EXT_E_N03_in,EXT_N_N01_in",2,0,1e-05
479,4,360,-578.7629,8.86,7.85,3413,0.149126,0.1,110.2,0,,0,0,1e-05
480,0,360,-376.921,12.62,3.41,4072,0.109218,1.0,90.6,0,,0,0,1e-05
481,1,360,-476.3618,12.51,3.75,3706,0.12901,0.775,75.2,1,EXT_N_N03_in,1,0,1e-05
482,3,360,-1394.9862,5.72,8.98,2895,0.140463,0.325,117.6,1,SRC_PH_N03,1,0,1e-05
483,2,360,-489.025,13.21,3.69,3695,0.129584,0.55,90.2,0,,0,0,1e-05
484,0,360,-617.7719,11.38,6.02,3990,0.166397,1.0,82.0,1,"EXT_W_N07_in,SRC_NH_N06",2,0,1e-05
485,1,360,-362.0019,11.98,4.0,3965,0.150969,0.775,80.1,0,,0,0,1e-05
486,3,360,-493.5872,10.44,3.89,3479,0.61785,0.325,87.9,0,,0,0,1e-05
487,2,360,-519.0031,11.25,3.36,3681,0.261692,0.55,87.5,0,,0,0,1e-05
488,0,360,-426.2321,15.77,2.99,4055,0.09269,1.0,78.8,0,,0,0,1e-05
489,2,360,-615.2112,8.73,12.01,2955,0.187526,0.55,61.1,1,"EXT_W_N07_in,EXT_N_N03_in",2,0,1e-05
490,3,360,-650.634,12.08,3.29,3517,0.169949,0.325,70.7,0,,0,0,1e-05
491,2,360,-170.6414,43.2,1.39,806,0.216844,0.55,10.5,1,"SRC_NH_N05,SRC_HN_N04",2,0,1e-05
492,3,360,-177.9718,42.18,1.31,807,0.157125,0.325,10.5,0,,0,0,1e-05
493,2,360,-963.0672,8.89,7.58,3432,0.119852,0.55,64.4,1,"SRC_NCT_N_N01,SRC_HTM_E_N03,SRC_HTM_W_N02",3,0,1e-05
494,3,360,-542.4724,8.44,6.54,3507,0.086275,0.325,69.2,0,,0,0,1e-05
495,2,360,-614.3541,10.05,3.37,3693,0.082968,0.55,69.9,0,,0,0,1e-05
496,3,360,-501.2753,13.01,3.46,3654,0.097253,0.325,64.9,0,,0,0,1e-05
497,3,360,-223.7496,36.35,1.53,771,0.113607,0.325,11.7,1,"SRC_HTM_E_N03,SRC_LDT_N_N05,EXT_W_N04_in",3,0,1e-05
498,2,360,-338.1041,9.83,2.86,3760,0.077964,0.55,56.6,0,,0,0,1e-05
499,2,360,-497.8002,12.34,3.61,3658,0.102686,0.55,55.0,0,,0,0,1e-05
500,2,360,-624.1391,11.59,4.37,3643,0.109264,0.55,56.1,0,,0,0,1e-05
