# finetune_from: checkpoints/final/gat_marl_mydinh_best.pt
# topology: uet
episode,worker_id,total_steps,global_reward,avg_speed,avg_waiting_time,throughput,loss,epsilon,duration_s,had_obstacle,obstacle_edges,obstacle_count,vehicles_teleported,learning_rate
155,3,360,-264.1824,28.93,2.91,1191,0.015018,0.1,33.4,0,,0,0,1.46e-05
156,2,360,-851.5505,10.45,9.27,2619,0.014616,0.4,148.6,0,,0,0,1.4e-05
157,1,360,-443.6228,16.1,3.98,2670,0.01331,0.7,126.8,1,"SRC_V4N_N04,EXT_N_N05_in,SRC_R1_AB_N02",3,0,1.34e-05
158,1,360,-342.4344,40.38,0.47,1211,0.02421,0.7,30.3,1,"SRC_V1_N01,EXT_N_N05_in,SRC_R1_CD_N04",3,0,1.28e-05
159,0,360,-880.0996,15.57,6.37,3022,0.037303,1.0,147.1,1,"SRC_V4N_N08,SRC_V4S_N08",2,0,1.23e-05
160,3,360,-765.6124,11.55,5.12,2481,0.031817,0.1,144.7,0,,0,0,1.17e-05
161,0,360,-355.1328,37.82,1.92,1241,0.016606,1.0,29.8,0,,0,0,1.11e-05
162,0,360,-300.4249,38.57,2.63,1241,0.02009,1.0,29.0,0,,0,0,1.06e-05
163,2,360,-814.6823,11.45,5.38,2055,0.014554,0.4,153.3,1,"EXT_S_N14_in,SRC_V2_N02",2,0,1.01e-05
164,2,360,-299.9097,32.35,5.19,1228,0.011211,0.4,31.0,0,,0,0,9.5e-06
165,1,360,-915.385,9.73,4.92,2316,0.02301,0.7,149.8,1,SRC_R1_EF_N05,1,0,9e-06
166,3,360,-753.4374,11.05,7.05,2443,0.01383,0.1,146.3,0,,0,0,8.5e-06
167,0,360,-1205.313,11.16,6.59,2797,0.015102,1.0,155.8,1,"SRC_R2_CD_N14,SRC_R1_CD_N04",2,0,8.1e-06
168,1,360,-795.1175,13.51,4.98,2488,0.05252,0.7,140.9,1,EXT_N_N06_in,1,0,7.6e-06
169,2,360,-638.1776,11.69,4.92,2070,0.021925,0.4,143.3,1,"SRC_R1_AB_N02,SRC_V6_N10,EXT_N_N04_in",3,0,7.1e-06
170,3,360,-1104.0725,7.62,10.03,1756,0.01777,0.1,161.1,1,"SRC_V6_N10,SRC_R2_AB_N11",2,0,6.7e-06
171,1,360,-284.9517,33.94,2.89,1232,0.029101,0.7,30.8,0,,0,0,6.3e-06
172,1,360,-289.942,33.13,2.98,1241,0.014339,0.7,29.5,0,,0,0,5.9e-06
173,3,360,-289.1988,25.23,2.9,1172,0.017342,0.1,35.0,0,,0,0,5.4e-06
