episode,worker_id,total_steps,global_reward,avg_speed,avg_waiting_time,throughput,loss,epsilon,duration_s,had_obstacle,obstacle_edges,obstacle_count,vehicles_teleported,learning_rate
458,5,360,-1141.506,6.94,10.36,2834,0.025155,0.3571,98.0,1,"EXT_S_N07_in,SRC_LDT_S_N05,SRC_LDT_S_N08",3,0,2.5e-06
459,1,360,-512.2694,14.46,3.51,3802,0.023374,0.8714,73.3,1,EXT_W_N07_in,1,0,2.4e-06
460,4,360,-1225.0566,4.51,23.47,2943,0.016834,0.4857,96.6,1,"SRC_LDT_N_N05,SRC_NCT_N_N04,EXT_S_N07_in",3,0,2.3e-06
461,0,360,-483.4033,10.82,8.05,3502,0.026513,1.0,78.0,1,"SRC_NH_N05,EXT_N_N03_in,SRC_NCT_S_N07",3,0,2.2e-06
462,4,360,-225.6012,34.69,3.39,794,0.019732,0.4857,12.0,1,"SRC_LDT_N_N05,SRC_NCT_S_N07",2,0,2.1e-06
463,3,360,-927.5995,8.95,12.38,3108,0.022186,0.6143,72.0,1,"EXT_N_N01_in,EXT_N_N03_in,SRC_NH_N06",3,0,2e-06
464,4,360,-194.7974,35.61,2.2,805,0.014553,0.4857,11.7,0,,0,0,1.9e-06
465,7,360,-531.7821,12.58,7.56,3736,0.018984,0.1,85.0,0,,0,0,1.8e-06
466,6,360,-619.4238,9.72,4.3,3506,0.110679,0.2286,90.8,0,,0,0,1.7e-06
467,2,360,-553.378,12.37,4.95,3803,0.091017,0.7429,88.8,0,,0,0,1.6e-06
468,1,360,-451.6147,16.33,4.02,4119,0.032379,0.8714,77.2,0,,0,0,1.5e-06
469,5,360,-595.8191,11.91,3.59,3762,0.030074,0.3571,89.4,0,,0,0,1.5e-06
470,0,360,-377.3931,15.65,3.92,4158,0.024588,1.0,78.0,0,,0,0,1.4e-06
471,3,360,-412.2522,13.01,4.26,3436,0.020925,0.6143,76.4,1,"SRC_PH_N06,EXT_S_N07_in",2,0,1.3e-06
472,4,360,-485.5924,11.36,5.61,3696,0.027915,0.4857,82.3,0,,0,0,1.2e-06
473,7,360,-784.3107,9.68,5.94,3288,0.023736,0.1,75.5,1,"EXT_E_N06_in,SRC_HTM_E_N02",2,0,1.1e-06
474,6,360,-926.1281,8.82,5.35,3125,0.098125,0.2286,74.2,1,"SRC_NH_N06,EXT_N_N03_in,SRC_NCT_N_N04",3,0,1.1e-06
475,2,360,-452.2688,12.03,4.67,3761,0.018079,0.7429,78.3,0,,0,0,1e-06
476,1,360,-446.9212,13.7,3.88,3945,0.022687,0.8714,73.7,0,,0,0,1e-06
477,5,360,-1652.2234,6.94,6.03,2759,0.065472,0.3571,90.5,1,"SRC_LDT_N_N02,SRC_LDT_N_N05,EXT_W_N01_in",3,0,1e-06
478,4,360,-383.6569,12.37,2.65,3877,0.020946,0.4857,71.3,0,,0,0,1e-06
479,7,360,-459.0499,12.53,2.31,3825,0.023091,0.1,71.2,0,,0,0,1e-06
480,6,360,-562.0946,9.01,3.81,3601,0.015776,0.2286,78.7,0,,0,0,1e-06
481,2,360,-867.5026,8.79,8.07,3344,0.023432,0.7429,72.6,1,"EXT_N_N01_in,EXT_N_N03_in,SRC_NH_N06",3,0,1e-06
482,5,360,-371.4455,20.17,3.16,3567,0.022574,0.3571,50.8,1,"EXT_E_N06_in,EXT_E_N03_in",2,0,1e-06
483,1,360,-415.4762,15.08,3.68,3990,0.032305,0.8714,69.9,0,,0,0,1e-06
484,4,360,-384.5817,12.01,3.7,3940,0.101269,0.4857,74.6,0,,0,0,1e-06
485,7,360,-602.2561,11.03,2.55,3687,0.084447,0.1,77.1,0,,0,0,1e-06
486,6,360,-534.0214,9.54,2.66,3734,0.01867,0.2286,81.1,0,,0,1,1e-06
487,2,360,-494.5803,11.0,4.05,3860,0.019439,0.7429,75.7,0,,0,0,1e-06
488,5,360,-611.1449,10.01,7.06,3785,0.028273,0.3571,76.3,0,,0,0,1e-06
489,1,360,-804.5071,10.76,4.89,3415,0.023208,0.8714,82.9,1,SRC_LDT_N_N05,1,0,1e-06
490,4,360,-362.9581,11.9,2.35,3699,0.068048,0.4857,70.1,1,EXT_S_N07_in,1,0,1e-06
491,7,360,-712.7497,12.27,8.76,3687,0.022136,0.1,68.8,1,"SRC_HN_N04,EXT_N_N02_in,SRC_NH_N05",3,0,1e-06
492,6,360,-580.9001,11.43,2.68,3780,0.088091,0.2286,69.5,0,,0,0,1e-06
493,1,360,-357.4555,11.79,5.61,3509,0.023594,0.8714,64.6,1,EXT_E_N06_in,1,0,1e-06
494,2,360,-551.9645,10.42,6.13,3845,0.168209,0.7429,77.1,0,,0,0,1e-06
495,5,360,-668.0171,12.24,2.7,3580,0.021909,0.3571,82.1,0,,0,0,1e-06
496,7,360,-606.8285,12.99,2.73,3496,0.087622,0.1,72.1,1,EXT_S_N07_in,1,0,1e-06
497,1,360,-505.4501,12.82,7.62,4025,0.019015,0.8714,66.4,0,,0,0,1e-06
498,6,360,-488.9324,12.76,2.63,3803,0.023932,0.2286,74.6,0,,0,0,1e-06
499,2,360,-549.3915,10.09,4.47,3754,0.012256,0.7429,74.7,0,,0,0,1e-06
500,5,360,-432.7233,12.12,5.1,3812,0.021236,0.3571,71.1,0,,0,0,1e-06
501,5,360,-194.7716,40.12,0.56,812,0.024346,0.3571,9.4,0,,0,0,1e-06
502,7,360,-659.1003,10.12,5.59,3625,0.020788,0.1,71.4,0,,0,0,1e-06
503,2,360,-512.0316,14.43,3.19,3820,0.020851,0.7429,57.6,0,,0,0,1e-06
504,7,360,-993.2652,8.53,4.68,3472,0.020259,0.1,62.6,1,SRC_NCT_S_N07,1,0,1e-06
